,Eng,Chinese,No Units,District_x,Address_x,Geo_lat_x,Geo_lng_x,Hospital,Address_y,Geo_lat_y,Geo_lng_y,District_y,Distance(Km),Rank
1566,Heng On Estate,???,600,Sha Tin District,"Heng On Estate, Ma On Shan, Hong Kong",22.417213,114.225932,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,6.990473452,2
1582,Heng On Estate,???,600,Sha Tin District,"Heng On Estate, Ma On Shan, Hong Kong",22.417213,114.225932,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,10.43964804,3
1601,High Prosperity Terrace,???,800,Kwai Tsing District,"Kwai Chung, Hong Kong",22.3668502,114.1302591,Yan Chai Hospital,"7-11, Yan Chai St, Tsuen Wan, Hong Kong",22.369713,114.1195962,Tsuen Wan District,1.142045173,1
1592,High Prosperity Terrace,???,800,Kwai Tsing District,"Kwai Chung, Hong Kong",22.3668502,114.1302591,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,2.838670931,2
1585,High Prosperity Terrace,???,800,Kwai Tsing District,"Kwai Chung, Hong Kong",22.3668502,114.1302591,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,3.679256845,3
1609,Hin Keng Estate,???,500,Sha Tin District,"1 Sha Tin Centre St, Sha Tin, Hong Kong",22.3792677,114.1863908,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,1.528403905,1
1603,Hin Keng Estate,???,500,Sha Tin District,"1 Sha Tin Centre St, Sha Tin, Hong Kong",22.3792677,114.1863908,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,5.416724554,2
1610,Hin Keng Estate,???,500,Sha Tin District,"1 Sha Tin Centre St, Sha Tin, Hong Kong",22.3792677,114.1863908,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,6.843544472,3
1627,Hin Yiu Estate,???,800,Sha Tin District,"Hin Yiu Estate, Tai Wai, Hong Kong",22.3672008,114.1755168,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,2.922816381,1
1621,Hin Yiu Estate,???,800,Sha Tin District,"Hin Yiu Estate, Tai Wai, Hong Kong",22.3672008,114.1755168,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,3.669850957,2
1628,Hin Yiu Estate,???,800,Sha Tin District,"Hin Yiu Estate, Tai Wai, Hong Kong",22.3672008,114.1755168,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,5.150797019,3
1643,Hing Man Estate,???,2000,Eastern District,"Chai Wan Gap, Hong Kong",22.2677569,114.2330081,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,0.392933738,1
1649,Hing Man Estate,???,2000,Eastern District,"Chai Wan Gap, Hong Kong",22.2677569,114.2330081,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,6.003764103,2
1654,Hing Man Estate,???,2000,Eastern District,"Chai Wan Gap, Hong Kong",22.2677569,114.2330081,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,6.214942844,3
1672,Hing Tin Estate,???,300,Kwun Tong District,"8 Lin Tak Rd, Lam Tin, Hong Kong",22.3126572,114.2380813,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,1.646178,1
1670,Hing Tin Estate,???,300,Kwun Tong District,"8 Lin Tak Rd, Lam Tin, Hong Kong",22.3126572,114.2380813,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.323782631,2
1661,Hing Tin Estate,???,300,Kwun Tong District,"8 Lin Tak Rd, Lam Tin, Hong Kong",22.3126572,114.2380813,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,4.792817981,3
1679,Hing Tung Estate,???,2200,Eastern District,"Hing Tung Estate Hing Hong House, 8 Yiu Hing Rd, Sai Wan Ho, Hong Kong",22.281684,114.2198321,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,2.160446575,1
1685,Hing Tung Estate,???,2200,Eastern District,"Hing Tung Estate Hing Hong House, 8 Yiu Hing Rd, Sai Wan Ho, Hong Kong",22.281684,114.2198321,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,4.626249981,2
1690,Hing Tung Estate,???,2200,Eastern District,"Hing Tung Estate Hing Hong House, 8 Yiu Hing Rd, Sai Wan Ho, Hong Kong",22.281684,114.2198321,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,4.69416525,3
1697,Hing Wah1Estate,??????,2300,Eastern District,"Hing Wah Estate Playground No.1, Chai Wan, Hong Kong",22.2631914,114.2355205,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,0.716838585,1
1703,Hing Wah1Estate,??????,2300,Eastern District,"Hing Wah Estate Playground No.1, Chai Wan, Hong Kong",22.2631914,114.2355205,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,6.352331099,2
1708,Hing Wah1Estate,??????,2300,Eastern District,"Hing Wah Estate Playground No.1, Chai Wan, Hong Kong",22.2631914,114.2355205,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,6.749024193,3
1715,Hing Wah2Estate,??????,3600,Eastern District,"Hing Wah Estate Yu Hing House, Chai Wan, Hong Kong",22.264479,114.234251,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,0.606079486,1
1721,Hing Wah2Estate,??????,3600,Eastern District,"Hing Wah Estate Yu Hing House, Chai Wan, Hong Kong",22.264479,114.234251,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,6.194194573,2
1726,Hing Wah2Estate,??????,3600,Eastern District,"Hing Wah Estate Yu Hing House, Chai Wan, Hong Kong",22.264479,114.234251,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,6.591034341,3
1744,Hiu Lai Court,???,4864,Kwun Tong District,"Hiu Lai Court Hiu Shun House, Sau Mau Ping, Hong Kong",22.318769,114.230019,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,0.5960063,1
1742,Hiu Lai Court,???,4864,Kwun Tong District,"Hiu Lai Court Hiu Shun House, Sau Mau Ping, Hong Kong",22.318769,114.230019,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,4.102942666,2
1733,Hiu Lai Court,???,4864,Kwun Tong District,"Hiu Lai Court Hiu Shun House, Sau Mau Ping, Hong Kong",22.318769,114.230019,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,5.506614596,3
1751,Hiu Tsui Court,???,660,Eastern District,"7 Hiu Tsui St, Siu Sai Wan, Hong Kong",22.2628111,114.2469261,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,1.332001534,1
1760,Hiu Tsui Court,???,660,Eastern District,"7 Hiu Tsui St, Siu Sai Wan, Hong Kong",22.2628111,114.2469261,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,6.566674316,2
1762,Hiu Tsui Court,???,660,Eastern District,"7 Hiu Tsui St, Siu Sai Wan, Hong Kong",22.2628111,114.2469261,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,7.038912798,3
1766,Ho Man Tin Estate,????,4700,Kowloon City District,"18, Sheung Shing St, Quarry Hill, Hong Kong",22.3166857,114.1824438,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,1.03945736,1
1773,Ho Man Tin Estate,????,4700,Kowloon City District,"18, Sheung Shing St, Quarry Hill, Hong Kong",22.3166857,114.1824438,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,1.181824464,2
1765,Ho Man Tin Estate,????,4700,Kowloon City District,"18, Sheung Shing St, Quarry Hill, Hong Kong",22.3166857,114.1824438,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,4.080970626,3
1784,Hoi Fu Court,???,629,Yau Tsim Mong District,"??, 2? / 2 Hoi Ting Rd, Mong Kok, Hong Kong",22.3158391,114.164459,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,0.83021893,1
1791,Hoi Fu Court,???,629,Yau Tsim Mong District,"??, 2? / 2 Hoi Ting Rd, Mong Kok, Hong Kong",22.3158391,114.164459,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,1.300858501,2
1783,Hoi Fu Court,???,629,Yau Tsim Mong District,"??, 2? / 2 Hoi Ting Rd, Mong Kok, Hong Kong",22.3158391,114.164459,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,3.077036231,3
1801,Hoi Lai Estate,???,4900,Sham Shui Po District,"100 Sham Mong Rd, Cheung Sha Wan, Hong Kong",22.3322878,114.1463985,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,1.237101928,1
1808,Hoi Lai Estate,???,4900,Sham Shui Po District,"100 Sham Mong Rd, Cheung Sha Wan, Hong Kong",22.3322878,114.1463985,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,1.652625968,2
1802,Hoi Lai Estate,???,4900,Sham Shui Po District,"100 Sham Mong Rd, Cheung Sha Wan, Hong Kong",22.3322878,114.1463985,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,3.295436167,3
1819,Hoi Ying Estate,???,2700,Sham Shui Po District,"1? Lai Ying St, Cheung Sha Wan, Hong Kong",22.3287295,114.1476595,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,1.526619393,1
1826,Hoi Ying Estate,???,2700,Sham Shui Po District,"1? Lai Ying St, Cheung Sha Wan, Hong Kong",22.3287295,114.1476595,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,2.01370749,2
1820,Hoi Ying Estate,???,2700,Sham Shui Po District,"1? Lai Ying St, Cheung Sha Wan, Hong Kong",22.3287295,114.1476595,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,2.970498264,3
1838,Hong Keung Court,???,640,Wong Tai Sin District,"????????23?, Hong Keung Court, 23 Heng Lam St, Wang Tau Hom, Hong Kong",22.3369975,114.1896494,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,3.008158843,1
1845,Hong Keung Court,???,640,Wong Tai Sin District,"????????23?, Hong Keung Court, 23 Heng Lam St, Wang Tau Hom, Hong Kong",22.3369975,114.1896494,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,3.486661835,2
1837,Hong Keung Court,???,640,Wong Tai Sin District,"????????23?, Hong Keung Court, 23 Heng Lam St, Wang Tau Hom, Hong Kong",22.3369975,114.1896494,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,3.783510154,3
1870,Hong Nga Court,???,1824,Kwun Tong District,"Hong Nga Court, Lam Tin, Hong Kong",22.304905,114.238237,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,2.354325384,1
1868,Hong Nga Court,???,1824,Kwun Tong District,"Hong Nga Court, Lam Tin, Hong Kong",22.304905,114.238237,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.56257043,2
1859,Hong Nga Court,???,1824,Kwun Tong District,"Hong Nga Court, Lam Tin, Hong Kong",22.304905,114.238237,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,3.932163318,3
1888,Hong Pak Court,???,2410,Kwun Tong District,"139? Pik Wan Rd, Yau Tong, Hong Kong",22.302529,114.23907,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,2.627285147,1
1886,Hong Pak Court,???,2410,Kwun Tong District,"139? Pik Wan Rd, Yau Tong, Hong Kong",22.302529,114.23907,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.602050007,2
1877,Hong Pak Court,???,2410,Kwun Tong District,"139? Pik Wan Rd, Yau Tong, Hong Kong",22.302529,114.23907,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,3.674006917,3
1906,Hong Shui Court,???,350,Kwun Tong District,"Hong Shui Court, 133 Pik Wan Rd, Cheung Lung Tin, Hong Kong",22.30143,114.2407912,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,2.820319302,1
1904,Hong Shui Court,???,350,Kwun Tong District,"Hong Shui Court, 133 Pik Wan Rd, Cheung Lung Tin, Hong Kong",22.30143,114.2407912,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.509399395,2
1895,Hong Shui Court,???,350,Kwun Tong District,"Hong Shui Court, 133 Pik Wan Rd, Cheung Lung Tin, Hong Kong",22.30143,114.2407912,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,3.570922502,3
1924,Hong Tin Court,???,792,Kwun Tong District,"Hong Tin Court, Lam Tin, Hong Kong",22.307009,114.235084,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,1.998478793,1
1922,Hong Tin Court,???,792,Kwun Tong District,"Hong Tin Court, Lam Tin, Hong Kong",22.307009,114.235084,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.780005279,2
1913,Hong Tin Court,???,792,Kwun Tong District,"Hong Tin Court, Lam Tin, Hong Kong",22.307009,114.235084,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,4.162719827,3
1931,Hong Tung Estate,???,500,Eastern District,"Hong Kong, ???",22.284407,114.2226028,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,2.165652289,1
1942,Hong Tung Estate,???,500,Eastern District,"Hong Kong, ???",22.284407,114.2226028,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,4.356375781,2
1937,Hong Tung Estate,???,500,Eastern District,"Hong Kong, ???",22.284407,114.2226028,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,4.958037194,3
1960,Hong Wah Court,???,1680,Kwun Tong District,"2 Lin Tak Rd, Lam Tin, Hong Kong",22.314009,114.239606,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,1.660105528,1
1958,Hong Wah Court,???,1680,Kwun Tong District,"2 Lin Tak Rd, Lam Tin, Hong Kong",22.314009,114.239606,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.145260982,2
1949,Hong Wah Court,???,1680,Kwun Tong District,"2 Lin Tak Rd, Lam Tin, Hong Kong",22.314009,114.239606,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,4.951478867,3
1978,Hong Yat Court,???,1600,Kwun Tong District,"1 Tak Tin St, Lam Tin, Hong Kong",22.310395,114.234508,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,1.634393005,1
1976,Hong Yat Court,???,1600,Kwun Tong District,"1 Tak Tin St, Lam Tin, Hong Kong",22.310395,114.234508,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.734408989,2
1967,Hong Yat Court,???,1600,Kwun Tong District,"1 Tak Tin St, Lam Tin, Hong Kong",22.310395,114.234508,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,4.54115918,3
1996,Hong Ying Court,???,816,Kwun Tong District,"Hong Ying Court, 225 Pik Wan Rd, Lam Tin, Hong Kong",22.3081277,114.2382603,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,2.050695893,1
1994,Hong Ying Court,???,816,Kwun Tong District,"Hong Ying Court, 225 Pik Wan Rd, Lam Tin, Hong Kong",22.3081277,114.2382603,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.430545241,2
1985,Hong Ying Court,???,816,Kwun Tong District,"Hong Ying Court, 225 Pik Wan Rd, Lam Tin, Hong Kong",22.3081277,114.2382603,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,4.290288691,3
2008,Hung Fuk Court,???,700,Southern District,"4 Tin Wan New St, Tin Wan, Hong Kong",22.251137,114.150695,Queen Mary Hospital,"Queen Mary Hospital Main Block, Pok Fu Lam Rd, High West, Hong Kong",22.270256,114.1313781,Southern District,2.911349688,1
2009,Hung Fuk Court,???,700,Southern District,"4 Tin Wan New St, Tin Wan, Hong Kong",22.251137,114.150695,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,3.737372357,2
2007,Hung Fuk Court,???,700,Southern District,"4 Tin Wan New St, Tin Wan, Hong Kong",22.251137,114.150695,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,6.880545206,3
2029,Hung Fuk Estate,???,4905,Yuen Long District,"Hung Shui Kiu, Hong Kong",22.4376959,113.9977378,Tin Shui Wai Hospital,"11 Tin Tan St, Tin Shui Wai, Hong Kong",22.4584632,113.9958452,Yuen Long District,2.318049884,1
2031,Hung Fuk Estate,???,4905,Yuen Long District,"Hung Shui Kiu, Hong Kong",22.4376959,113.9977378,Tuen Mun Hospital,"Block H, Tsing Chung Koon Rd, Tuen Mun, Hong Kong",22.4082312,113.9758602,Tuen Mun District,3.974935535,2
2022,Hung Fuk Estate,???,4905,Yuen Long District,"Hung Shui Kiu, Hong Kong",22.4376959,113.9977378,Pok Oi Hospital,"Au Tau, Hong Kong",22.4454026,114.0419062,Yuen Long District,4.620850961,3
2043,Hung Hom Estate,???,2800,Kowloon City District,"Tai Wan Rd, Hung Hom, Hong Kong",22.3086271,114.189725,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,1.553325115,1
2036,Hung Hom Estate,???,2800,Kowloon City District,"Tai Wan Rd, Hung Hom, Hong Kong",22.3086271,114.189725,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,1.914279192,2
2045,Hung Hom Estate,???,2800,Kowloon City District,"Tai Wan Rd, Hung Hom, Hong Kong",22.3086271,114.189725,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,3.938325397,3
2059,Jin Min Chuen,???,3730,Sha Tin District,"Jat Min Chuen St, Sha Tin, Hong Kong",22.3760296,114.1913701,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,1.047125993,1
2053,Jin Min Chuen,???,3730,Sha Tin District,"Jat Min Chuen St, Sha Tin, Hong Kong",22.3760296,114.1913701,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,5.495710408,2
2068,Jin Min Chuen,???,3730,Sha Tin District,"Jat Min Chuen St, Sha Tin, Hong Kong",22.3760296,114.1913701,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,6.912113082,3
2073,Ka Fuk Estate,???,2000,North District,"Fanling, Hong Kong",22.49372,114.13535,North District Hospital,"9 Po Kin Road, Sheung Shui, Hong Kong",22.4967185,114.124646,North District,1.149427076,1
2070,Ka Fuk Estate,???,2000,North District,"Fanling, Hong Kong",22.49372,114.13535,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,5.626663751,2
2076,Ka Fuk Estate,???,2000,North District,"Fanling, Hong Kong",22.49372,114.13535,Pok Oi Hospital,"Au Tau, Hong Kong",22.4454026,114.0419062,Yuen Long District,11.00570923,3
2090,Ka Keung Court,???,610,Wong Tai Sin District,"Ka Keung Court, Wang Tau Hom, Hong Kong",22.340845,114.184388,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,3.114147653,1
2089,Ka Keung Court,???,610,Wong Tai Sin District,"Ka Keung Court, Wang Tau Hom, Hong Kong",22.340845,114.184388,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,3.210144481,2
2097,Ka Keung Court,???,610,Wong Tai Sin District,"Ka Keung Court, Wang Tau Hom, Hong Kong",22.340845,114.184388,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,3.692596913,3
2116,Ka Lung Court,???,1402,Southern District,"Hong Kong, ???",22.249319,114.137968,Queen Mary Hospital,"Queen Mary Hospital Main Block, Pok Fu Lam Rd, High West, Hong Kong",22.270256,114.1313781,Southern District,2.425533244,1
2117,Ka Lung Court,???,1402,Southern District,"Hong Kong, ???",22.249319,114.137968,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,4.845643179,2
2115,Ka Lung Court,???,1402,Southern District,"Hong Kong, ???",22.249319,114.137968,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,7.625700017,3
2127,Ka Shing Court,???,2432,North District,"33 Pak Wo Rd, Fanling, Hong Kong",22.492869,114.1338877,North District Hospital,"9 Po Kin Road, Sheung Shui, Hong Kong",22.4967185,114.124646,North District,1.041765751,1
2124,Ka Shing Court,???,2432,North District,"33 Pak Wo Rd, Fanling, Hong Kong",22.492869,114.1338877,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,5.672087665,2
2130,Ka Shing Court,???,2432,North District,"33 Pak Wo Rd, Fanling, Hong Kong",22.492869,114.1338877,Pok Oi Hospital,"Au Tau, Hong Kong",22.4454026,114.0419062,Yuen Long District,10.82835712,3
2151,Ka Wai Estate,???,1676,Kowloon City District,"HK No. 1A-7, Fo Guang Street, No. 4448 Ma Tau Wai Rd, Hung Hom, Hong Kong",22.3086372,114.1873633,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,1.310331493,1
2144,Ka Wai Estate,???,1676,Kowloon City District,"HK No. 1A-7, Fo Guang Street, No. 4448 Ma Tau Wai Rd, Hung Hom, Hong Kong",22.3086372,114.1873633,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,1.691107146,2
2153,Ka Wai Estate,???,1676,Kowloon City District,"HK No. 1A-7, Fo Guang Street, No. 4448 Ma Tau Wai Rd, Hung Hom, Hong Kong",22.3086372,114.1873633,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,3.854567613,3
2176,Kai Ching Estate,???,5204,Kowloon City District,"Kowloon, Kai Tak, Hong Kong",22.3319102,114.2032651,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,2.623580553,1
2162,Kai Ching Estate,???,5204,Kowloon City District,"Kowloon, Kai Tak, Hong Kong",22.3319102,114.2032651,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,3.677378871,2
