,Eng,Chinese,No Units,District_x,Address_x,Geo_lat_x,Geo_lng_x,Hospital,Address_y,Geo_lat_y,Geo_lng_y,District_y,Distance(Km),Rank
6151,Tsui Ning Garden,????,2100,Tuen Mun District,"Tsui Ning Garden Block 3, 2 Fung On St, Tuen Mun, Hong Kong",22.384498,113.9740767,Tin Shui Wai Hospital,"11 Tin Tan St, Tin Shui Wai, Hong Kong",22.4584632,113.9958452,Yuen Long District,8.525904061,2
6144,Tsui Ning Garden,????,2100,Tuen Mun District,"Tsui Ning Garden Block 3, 2 Fung On St, Tuen Mun, Hong Kong",22.384498,113.9740767,Pok Oi Hospital,"Au Tau, Hong Kong",22.4454026,114.0419062,Yuen Long District,9.722769899,3
6172,Tsui Ping North Estate,??????,2900,Kwun Tong District,"19 Tsui Ping Rd, Kwun Tong, Hong Kong",22.316549,114.229716,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,0.806296039,1
6170,Tsui Ping North Estate,??????,2900,Kwun Tong District,"19 Tsui Ping Rd, Kwun Tong, Hong Kong",22.316549,114.229716,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,4.135719952,2
6161,Tsui Ping North Estate,??????,2900,Kwun Tong District,"19 Tsui Ping Rd, Kwun Tong, Hong Kong",22.316549,114.229716,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,5.265360625,3
6190,Tsui Ping South Estate,??????,4900,Kwun Tong District,Hong Kong,22.312019,114.232098,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,1.364853745,1
6188,Tsui Ping South Estate,??????,4900,Kwun Tong District,Hong Kong,22.312019,114.232098,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,3.94254465,2
6179,Tsui Ping South Estate,??????,4900,Kwun Tong District,Hong Kong,22.312019,114.232098,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,4.737640016,3
6197,Tsui Wan Estate,???,500,Eastern District,"3 Tsui Wan St, Chai Wan, Hong Kong",22.2684249,114.2399336,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,0.399536381,1
6208,Tsui Wan Estate,???,500,Eastern District,"3 Tsui Wan St, Chai Wan, Hong Kong",22.2684249,114.2399336,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,6.252753195,2
6206,Tsui Wan Estate,???,500,Eastern District,"3 Tsui Wan St, Chai Wan, Hong Kong",22.2684249,114.2399336,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,6.306955198,3
6218,Tsui Yiu Court,???,292,Kwai Tsing District,"1 Lai Chi Ling Rd, Kwai Chung, Hong Kong",22.350349,114.131692,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,1.003850317,1
6211,Tsui Yiu Court,???,292,Kwai Tsing District,"1 Lai Chi Ling Rd, Kwai Chung, Hong Kong",22.350349,114.131692,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,2.42242998,2
6227,Tsui Yiu Court,???,292,Kwai Tsing District,"1 Lai Chi Ling Rd, Kwai Chung, Hong Kong",22.350349,114.131692,Yan Chai Hospital,"7-11, Yan Chai St, Tsuen Wan, Hong Kong",22.369713,114.1195962,Tsuen Wan District,2.487341898,3
6235,Tsz Ching Estate,???,8200,Wong Tai Sin District,"80 Tsz Wan Shan Rd, Tsz Wan Shan, Hong Kong",22.349888,114.202634,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,3.175054009,1
6244,Tsz Ching Estate,???,8200,Wong Tai Sin District,"80 Tsz Wan Shan Rd, Tsz Wan Shan, Hong Kong",22.349888,114.202634,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,3.873790712,2
6230,Tsz Ching Estate,???,8200,Wong Tai Sin District,"80 Tsz Wan Shan Rd, Tsz Wan Shan, Hong Kong",22.349888,114.202634,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.958841642,3
6253,Tsz Hong Estate,???,2000,Wong Tai Sin District,"Tsz Lok Estate Lok Yan House, 10 Wan Wah St, Tsz Wan Shan, Hong Kong",22.3478428,114.2023893,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,3.401330443,1
6262,Tsz Hong Estate,???,2000,Wong Tai Sin District,"Tsz Lok Estate Lok Yan House, 10 Wan Wah St, Tsz Wan Shan, Hong Kong",22.3478428,114.2023893,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,3.720569805,2
6248,Tsz Hong Estate,???,2000,Wong Tai Sin District,"Tsz Lok Estate Lok Yan House, 10 Wan Wah St, Tsz Wan Shan, Hong Kong",22.3478428,114.2023893,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.767193949,3
6271,Tsz Lok Estate,???,6300,Wong Tai Sin District,"Tsz Wan Shan, Hong Kong",22.348923,114.199371,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,3.284586698,1
6280,Tsz Lok Estate,???,6300,Wong Tai Sin District,"Tsz Wan Shan, Hong Kong",22.348923,114.199371,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,4.022714621,2
6266,Tsz Lok Estate,???,6300,Wong Tai Sin District,"Tsz Wan Shan, Hong Kong",22.348923,114.199371,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.669193686,3
6289,Tsz Man Estate,???,2000,Wong Tai Sin District,"?????????55???? / TSZ MAN ESTATE, 55 Tsz Wan Shan Rd, Tsz Wan Shan, Hong Kong",22.348172,114.203827,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,3.37325399,1
6298,Tsz Man Estate,???,2000,Wong Tai Sin District,"?????????55???? / TSZ MAN ESTATE, 55 Tsz Wan Shan Rd, Tsz Wan Shan, Hong Kong",22.348172,114.203827,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,3.649018217,2
6284,Tsz Man Estate,???,2000,Wong Tai Sin District,"?????????55???? / TSZ MAN ESTATE, 55 Tsz Wan Shan Rd, Tsz Wan Shan, Hong Kong",22.348172,114.203827,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.891433238,3
6307,Tsz Oi Court,???,4020,Wong Tai Sin District,"120? Tsz Wan Shan Rd, Tsz Wan Shan, Hong Kong",22.3514728,114.1989725,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,3.004382137,1
6316,Tsz Oi Court,???,4020,Wong Tai Sin District,"120? Tsz Wan Shan Rd, Tsz Wan Shan, Hong Kong",22.3514728,114.1989725,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,4.255622091,2
6301,Tsz Oi Court,???,4020,Wong Tai Sin District,"120? Tsz Wan Shan Rd, Tsz Wan Shan, Hong Kong",22.3514728,114.1989725,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,4.839388154,3
6325,Tsz on Court,???,972,Wong Tai Sin District,"10-12 Yan Wah St, Tsz Wan Shan, Hong Kong",22.34828,114.201857,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,3.35121893,1
6334,Tsz on Court,???,972,Wong Tai Sin District,"10-12 Yan Wah St, Tsz Wan Shan, Hong Kong",22.34828,114.201857,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,3.793480624,2
6320,Tsz on Court,???,972,Wong Tai Sin District,"10-12 Yan Wah St, Tsz Wan Shan, Hong Kong",22.34828,114.201857,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.769559092,3
6350,Tui Min Hoi Chuen,????,302,Sai Kung District,"Chui Tong Rd, Sai Kung, Hong Kong",22.3784517,114.2688122,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,6.736256728,1
6343,Tui Min Hoi Chuen,????,302,Sai Kung District,"Chui Tong Rd, Sai Kung, Hong Kong",22.3784517,114.2688122,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,6.951642192,2
6352,Tui Min Hoi Chuen,????,302,Sai Kung District,"Chui Tong Rd, Sai Kung, Hong Kong",22.3784517,114.2688122,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,7.484881674,3
6359,Tung Chun Court,???,1216,Eastern District,"Eastern District, Hong Kong",22.2733889,114.2360778,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,0.421944935,1
6370,Tung Chun Court,???,1216,Eastern District,"Eastern District, Hong Kong",22.2733889,114.2360778,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,5.635442703,2
6368,Tung Chun Court,???,1216,Eastern District,"Eastern District, Hong Kong",22.2733889,114.2360778,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,6.050575657,3
6377,Tung Hei Court,???,2432,Eastern District,"38 Yiu Hing Rd, Sai Wan Ho, Hong Kong",22.280228,114.2189651,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,2.137350403,1
6383,Tung Hei Court,???,2432,Eastern District,"38 Yiu Hing Rd, Sai Wan Ho, Hong Kong",22.280228,114.2189651,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,4.51750896,2
6388,Tung Hei Court,???,2432,Eastern District,"38 Yiu Hing Rd, Sai Wan Ho, Hong Kong",22.280228,114.2189651,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,4.868562706,3
6395,Tung Lam Court,???,697,Eastern District,"63? Yiu Hing Rd, Sai Wan Ho, Hong Kong",22.28034,114.2202616,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,2.034809442,1
6401,Tung Lam Court,???,697,Eastern District,"63? Yiu Hing Rd, Sai Wan Ho, Hong Kong",22.28034,114.2202616,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,4.651512098,2
6406,Tung Lam Court,???,697,Eastern District,"63? Yiu Hing Rd, Sai Wan Ho, Hong Kong",22.28034,114.2202616,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,4.835274488,3
6413,Tung Shing Court,???,370,Eastern District,"Tung Shing Court, Shau Kei Wan, Hong Kong",22.275965,114.226268,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,1.249060146,1
6419,Tung Shing Court,???,370,Eastern District,"Tung Shing Court, Shau Kei Wan, Hong Kong",22.275965,114.226268,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,5.242553345,2
6424,Tung Shing Court,???,370,Eastern District,"Tung Shing Court, Shau Kei Wan, Hong Kong",22.275965,114.226268,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,5.272044487,3
6431,Tung Tao Court,???,1216,Eastern District,"33 Oi Shun Rd, Aldrich Bay, Hong Kong",22.2819431,114.2254711,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,1.766161287,1
6442,Tung Tao Court,???,1216,Eastern District,"33 Oi Shun Rd, Aldrich Bay, Hong Kong",22.2819431,114.2254711,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,4.609331492,2
6437,Tung Tao Court,???,1216,Eastern District,"33 Oi Shun Rd, Aldrich Bay, Hong Kong",22.2819431,114.2254711,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,5.205166921,3
6446,Tung Tau (2) Estate,??????,1800,Wong Tai Sin District,"Tung Tau (II) Estate; Lok Sin Road, Kowloon City, Hong Kong",22.3331157,114.1940761,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,2.991386415,1
6453,Tung Tau (2) Estate,??????,1800,Wong Tai Sin District,"Tung Tau (II) Estate; Lok Sin Road, Kowloon City, Hong Kong",22.3331157,114.1940761,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,3.355480404,2
6460,Tung Tau (2) Estate,??????,1800,Wong Tai Sin District,"Tung Tau (II) Estate; Lok Sin Road, Kowloon City, Hong Kong",22.3331157,114.1940761,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,3.559960134,3
6464,Tung Wui Estate,???????,1300,Wong Tai Sin District,"28 Lok Sin Rd, Kowloon City, Hong Kong",22.3323813,114.1939293,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,2.925898597,1
6471,Tung Wui Estate,???????,1300,Wong Tai Sin District,"28 Lok Sin Rd, Kowloon City, Hong Kong",22.3323813,114.1939293,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,3.28110351,2
6478,Tung Wui Estate,???????,1300,Wong Tai Sin District,"28 Lok Sin Rd, Kowloon City, Hong Kong",22.3323813,114.1939293,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,3.550409642,3
6485,Tung Yan Court,???,1050,Eastern District,"1 Tai Shek St, Sai Wan Ho, Hong Kong",22.2806822,114.2217173,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,1.93950614,1
6496,Tung Yan Court,???,1050,Eastern District,"1 Tai Shek St, Sai Wan Ho, Hong Kong",22.2806822,114.2217173,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,4.778164239,2
6491,Tung Yan Court,???,1050,Eastern District,"1 Tai Shek St, Sai Wan Ho, Hong Kong",22.2806822,114.2217173,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,4.804618167,3
6503,Tung Yuk Court,???,1600,Eastern District,"8 Oi Yin St, Aldrich Bay, Hong Kong",22.2825623,114.2270425,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,1.726255745,1
6514,Tung Yuk Court,???,1600,Eastern District,"8 Oi Yin St, Aldrich Bay, Hong Kong",22.2825623,114.2270425,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,4.537667912,2
6509,Tung Yuk Court,???,1600,Eastern District,"8 Oi Yin St, Aldrich Bay, Hong Kong",22.2825623,114.2270425,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,5.374717782,3
6517,Un Chau Estate,???,6300,Sham Shui Po District,"Un Chau Estate, Cheung Sha Wan, Hong Kong",22.3358023,114.1559671,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,0.691575044,1
6524,Un Chau Estate,???,6300,Sham Shui Po District,"Un Chau Estate, Cheung Sha Wan, Hong Kong",22.3358023,114.1559671,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,2.365039986,2
6518,Un Chau Estate,???,6300,Sham Shui Po District,"Un Chau Estate, Cheung Sha Wan, Hong Kong",22.3358023,114.1559671,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,2.861960777,3
6550,Upper Ngau Tau Kok Estate,?????,6700,Kwun Tong District,"Ngau Tau Kok Rd, Ngau Tau Kok, Hong Kong",22.3189949,114.2168438,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,1.155026548,1
6543,Upper Ngau Tau Kok Estate,?????,6700,Kwun Tong District,"Ngau Tau Kok Rd, Ngau Tau Kok, Hong Kong",22.3189949,114.2168438,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,4.486325108,2
6536,Upper Ngau Tau Kok Estate,?????,6700,Kwun Tong District,"Ngau Tau Kok Rd, Ngau Tau Kok, Hong Kong",22.3189949,114.2168438,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,4.584495447,3
6554,Upper Wong Tai Sin Estate,?????,4900,Wong Tai Sin District,"Wong Tai Sin Rd, Chuk Un, Hong Kong",22.3425014,114.1914446,Kwong Wah Hospital,"25? Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151014,114.172488,Yau Tsim Mong District,3.618266037,1
6553,Upper Wong Tai Sin Estate,?????,4900,Wong Tai Sin District,"Wong Tai Sin Rd, Chuk Un, Hong Kong",22.3425014,114.1914446,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,3.937030896,2
6559,Upper Wong Tai Sin Estate,?????,4900,Wong Tai Sin District,"Wong Tai Sin Rd, Chuk Un, Hong Kong",22.3425014,114.1914446,Prince of Wales Hospital,"Lui Che Woo Clinical Sciences Building (Professorial Block), 30-32 Ngan Shing St, Sha Tin, Hong Kong",22.378404,114.201222,Sha Tin District,4.118017005,3
6584,Verbena Heights,????,971,Sai Kung District,"Verbena Heights Block 7, 8 Mau Tai Rd, Yau Yue Wan, Hong Kong",22.3214801,114.2561857,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,1.464664658,1
6586,Verbena Heights,????,971,Sai Kung District,"Verbena Heights Block 7, 8 Mau Tai Rd, Yau Yue Wan, Hong Kong",22.3214801,114.2561857,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,3.007134606,2
6575,Verbena Heights,????,971,Sai Kung District,"Verbena Heights Block 7, 8 Mau Tai Rd, Yau Yue Wan, Hong Kong",22.3214801,114.2561857,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,6.123840157,3
6598,Wah Fu (1) Estate,??????,4800,Southern District,"Wah Fu Rd, Waterfall Bay, Hong Kong",22.2524823,114.136434,Queen Mary Hospital,"Queen Mary Hospital Main Block, Pok Fu Lam Rd, High West, Hong Kong",22.270256,114.1313781,Southern District,2.044260345,1
6599,Wah Fu (1) Estate,??????,4800,Southern District,"Wah Fu Rd, Waterfall Bay, Hong Kong",22.2524823,114.136434,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,4.771707866,2
6597,Wah Fu (1) Estate,??????,4800,Southern District,"Wah Fu Rd, Waterfall Bay, Hong Kong",22.2524823,114.136434,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,7.404611053,3
6616,Wah Fu (2) Estate,??????,4300,Southern District,"Wah Fu (II) Estate Wah King House, 10 Wah Cheung St, Waterfall Bay, Hong Kong",22.2528108,114.1369083,Queen Mary Hospital,"Queen Mary Hospital Main Block, Pok Fu Lam Rd, High West, Hong Kong",22.270256,114.1313781,Southern District,2.022145541,1
6617,Wah Fu (2) Estate,??????,4300,Southern District,"Wah Fu (II) Estate Wah King House, 10 Wah Cheung St, Waterfall Bay, Hong Kong",22.2528108,114.1369083,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,4.710863878,2
6615,Wah Fu (2) Estate,??????,4300,Southern District,"Wah Fu (II) Estate Wah King House, 10 Wah Cheung St, Waterfall Bay, Hong Kong",22.2528108,114.1369083,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,7.347760464,3
6629,Wah Ha Estate,???,180,Eastern District,"2 Kut Shing St, Chai Wan, Hong Kong",22.2647463,114.2364279,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,0.540040852,1
6635,Wah Ha Estate,???,180,Eastern District,"2 Kut Shing St, Chai Wan, Hong Kong",22.2647463,114.2364279,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,6.407944326,2
6640,Wah Ha Estate,???,180,Eastern District,"2 Kut Shing St, Chai Wan, Hong Kong",22.2647463,114.2364279,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,6.59062638,3
6652,Wah Kwai Estate,???,1000,Southern District,"Wah Kwai Estate Public Minibus Terminus, Kellet Bay, Hong Kong",22.249756,114.139648,Queen Mary Hospital,"Queen Mary Hospital Main Block, Pok Fu Lam Rd, High West, Hong Kong",22.270256,114.1313781,Southern District,2.433868472,1
6653,Wah Kwai Estate,???,1000,Southern District,"Wah Kwai Estate Public Minibus Terminus, Kellet Bay, Hong Kong",22.249756,114.139648,Ruttonjee Hospital,"266 Queen's Rd E, Wan Chai, Hong Kong",22.2758184,114.1753328,Wan Chai District,4.679286047,2
6651,Wah Kwai Estate,???,1000,Southern District,"Wah Kwai Estate Public Minibus Terminus, Kellet Bay, Hong Kong",22.249756,114.139648,Queen Elizabeth Hospital,"30? Gascoigne Rd, Yau Ma Tei, Hong Kong",22.3088961,114.1746325,Yau Tsim Mong District,7.498956104,3
6668,Wah Lai Estate,???,1400,Kwai Tsing District,"282 Lai King Hill Rd, Lai Chi Kok, Hong Kong",22.342565,114.137536,Princess Margaret Hospital,"Princess Margaret Hospital, 2-10 Princess Margaret Hospital Road, Kwai Chung, Hong Kong",22.3415435,114.1338324,Kwai Tsing District,0.397593671,1
6661,Wah Lai Estate,???,1400,Kwai Tsing District,"282 Lai King Hill Rd, Lai Chi Kok, Hong Kong",22.342565,114.137536,Caritas Medical Centre,"Hong Kong, Sham Shui Po, Wing Hong St, 111????????",22.3414653,114.1531916,Sham Shui Po District,1.615234622,2
6677,Wah Lai Estate,???,1400,Kwai Tsing District,"282 Lai King Hill Rd, Lai Chi Kok, Hong Kong",22.342565,114.137536,Yan Chai Hospital,"7-11, Yan Chai St, Tsuen Wan, Hong Kong",22.369713,114.1195962,Tsuen Wan District,3.538830758,3
6681,Wah Ming Estate,???,1300,North District,"Hong Kong, Fanling, No. 8, G/F, Tin Long House, Tin Ping Estate",22.501606,114.134638,North District Hospital,"9 Po Kin Road, Sheung Shui, Hong Kong",22.4967185,114.124646,North District,1.161809668,1
6678,Wah Ming Estate,???,1300,North District,"Hong Kong, Fanling, No. 8, G/F, Tin Long House, Tin Ping Estate",22.501606,114.134638,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,6.313926261,2
6684,Wah Ming Estate,???,1300,North District,"Hong Kong, Fanling, No. 8, G/F, Tin Long House, Tin Ping Estate",22.501606,114.134638,Pok Oi Hospital,"Au Tau, Hong Kong",22.4454026,114.0419062,Yuen Long District,11.39812078,3
6699,Wah Sum Estate,???,1500,North District,"Yat Ming Rd, Fanling, Hong Kong",22.486077,114.1431394,North District Hospital,"9 Po Kin Road, Sheung Shui, Hong Kong",22.4967185,114.124646,North District,2.238934256,1
6696,Wah Sum Estate,???,1500,North District,"Yat Ming Rd, Fanling, Hong Kong",22.486077,114.1431394,Alice Ho Miu Ling Nethersole Hospital,"11? Chuen On Rd, Tai Po, Hong Kong",22.458671,114.174827,Tai Po District,4.46083831,2
6702,Wah Sum Estate,???,1500,North District,"Yat Ming Rd, Fanling, Hong Kong",22.486077,114.1431394,Pok Oi Hospital,"Au Tau, Hong Kong",22.4454026,114.0419062,Yuen Long District,11.34622576,3
6719,Walton Estate,???,760,Eastern District,"Walton Estate, Chai Wan, Hong Kong",22.263949,114.239932,Pamela Youde Nethersole Eastern Hospital,"Pamela Youde Nethersole Eastern Hospital Main Block, Lok Man Rd, Chai Wan, Hong Kong",22.2695993,114.2362653,Eastern District,0.733083618,1
6730,Walton Estate,???,760,Eastern District,"Walton Estate, Chai Wan, Hong Kong",22.263949,114.239932,United Christian Hospital,"130 Hip Wo St, Kwun Tong, Hong Kong",22.323359,114.22703,Kwun Tong District,6.740035834,2
6728,Walton Estate,???,760,Eastern District,"Walton Estate, Chai Wan, Hong Kong",22.263949,114.239932,Tseung Kwan O Hospital,"Hong Kong, Tseung Kwan O, ????? 2 ?",22.3178963,114.2698832,Sai Kung District,6.745782055,3
